ORDERID,PRODUCTID,CUSTOMERID,EMPLOYEEID,ORDERPERIODID,REQUIREDPERIODID,SHIPPEDPERIODID,SHIPPERID,UNITPRICE,QUANTITY,DISCOUNT,UNITSALES,NETSALES,UNITCOST,COST
4362,20,41,11,2169,2182,2169,4,1000,117,18,117000,95940,750,87750
1435,19,15,15,1716,1729,1716,2,500,38,18,19000,15580,375,14250
4375,20,70,10,2167,2180,2167,4,1000,115,18,115000,94300,750,86250
1441,19,2,2,1720,1733,1720,3,500,53,18,26500,21730,375,19875
4395,38,13,13,2172,2185,2172,8,15,344,18,5160,4231,11,3870
4396,20,14,14,2162,2175,2162,6,1000,128,18,128000,104960,750,96000
1455,34,5,5,1730,1743,1730,10,500,355,18,177500,145550,375,133125
4401,38,74,14,2174,2187,2174,1,15,344,18,5160,4231,11,3870
1464,34,78,18,1731,1744,1731,10,500,82,18,41000,33620,375,30750
4412,20,89,29,2169,2182,2169,7,1000,214,18,214000,175480,750,160500
1488,34,32,2,1727,1740,1735,10,500,314,18,157000,128740,375,117750
4417,38,45,15,2178,2191,2178,8,15,280,18,4200,3444,11,3150
4418,38,58,28,2171,2184,2171,7,15,500,18,7500,6150,11,5625
1492,19,53,23,1724,1737,1732,1,500,46,18,23000,18860,375,17250
96,21,118,28,1468,1481,1468,11,1500,41,18,61500,50430,1125,46125
4422,20,32,2,2176,2189,2176,7,1000,251,18,251000,205820,750,188250
1494,19,113,23,1730,1743,1730,8,500,30,18,15000,12300,375,11250
4435,20,47,17,2184,2197,2184,9,1000,55,18,55000,45100,750,41250
105,21,103,13,1475,1488,1475,8,1500,39,18,58500,47970,1125,43875
1498,19,117,27,1727,1740,1727,5,500,40,18,20000,16400,375,15000
4440,20,60,30,2179,2192,2179,10,1000,166,18,166000,136120,750,124500
108,42,37,7,1478,1491,1478,6,100,652,18,65200,53464,75,48900
1499,19,120,30,1732,1745,1732,10,500,66,18,33000,27060,375,24750
4446,20,18,18,2170,2183,2170,4,1000,104,18,104000,85280,750,78000
110,21,73,13,1487,1500,1487,8,1500,26,18,39000,31980,1125,29250
1514,50,118,28,1729,1742,1729,10,500,663,18,331500,271830,375,248625
4449,38,65,5,2186,2199,2186,1,15,688,18,10320,8462,11,7740
123,21,86,26,1485,1498,1485,9,1500,43,18,64500,52890,1125,48375
127,42,30,30,1477,1490,1477,3,100,519,18,51900,42558,75,38925
1520,19,27,27,1730,1743,1730,8,500,35,18,17500,14350,375,13125
4473,38,114,24,2172,2185,2172,7,15,344,18,5160,4231,11,3870
129,21,60,30,1478,1491,1478,4,1500,26,18,39000,31980,1125,29250
1522,19,45,15,1727,1740,1727,8,500,20,18,10000,8200,375,7500
4474,20,115,25,2178,2191,2178,1,1000,133,18,133000,109060,750,99750
4478,20,59,29,2187,2200,2187,1,1000,214,18,214000,175480,750,160500
135,53,70,10,1488,1501,1488,3,450,367,18,165150,135423,337,123862
1523,19,56,26,1734,1747,1734,2,500,28,18,14000,11480,375,10500
140,53,23,23,1495,1508,1495,10,450,303,18,136350,111807,337,102262
1529,19,61,1,1738,1751,1738,6,500,51,18,25500,20910,375,19125
1537,19,37,7,1737,1750,1737,5,500,38,18,19000,15580,375,14250
144,42,2,2,1478,1491,1478,6,100,1118,18,111800,91676,75,83850
1602,19,88,28,1755,1768,1755,2,500,31,18,15500,12710,375,11625
148,21,65,5,1479,1492,1479,9,1500,81,18,121500,99630,1125,91125
1606,19,30,30,1756,1769,1756,1,500,37,18,18500,15170,375,13875
154,21,120,30,1497,1510,1497,9,1500,37,18,55500,45510,1125,41625
1609,6,15,15,1743,1756,1743,10,500,102,18,51000,41820,375,38250
162,53,27,27,1482,1495,1482,6,450,244,18,109800,90036,337,82350
1620,19,112,22,1747,1760,1747,3,500,45,18,22500,18450,375,16875
164,21,38,8,1492,1505,1492,2,1500,33,18,49500,40590,1125,37125
1625,19,77,17,1742,1755,1742,4,500,29,18,14500,11890,375,10875
1626,19,94,4,1755,1768,1755,7,500,71,18,35500,29110,375,26625
204,42,116,26,1489,1502,1489,7,100,919,18,91900,75358,75,68925
1627,19,26,26,1752,1765,1752,7,500,39,18,19500,15990,375,14625
207,21,57,27,1497,1510,1497,11,1500,32,18,48000,39360,1125,36000
1632,6,67,7,1751,1764,1751,10,500,93,18,46500,38130,375,34875
212,21,1,1,1504,1517,1512,11,1500,57,18,85500,70110,1125,64125
1634,54,93,3,1746,1759,1746,10,500,1042,18,521000,427220,375,390750
219,53,13,13,1494,1507,1494,5,450,263,18,118350,97047,337,88762
1642,19,110,20,1746,1759,1746,11,500,43,18,21500,17630,375,16125
1652,50,42,12,1754,1767,1754,2,500,366,18,183000,150060,375,137250
220,21,27,27,1504,1517,1510,1,1500,26,18,39000,31980,1125,29250
1664,19,46,16,1762,1775,1762,10,500,38,18,19000,15580,375,14250
223,21,67,7,1495,1508,1503,5,1500,37,18,55500,45510,1125,41625
1675,19,113,23,1769,1782,1769,7,500,25,18,12500,10250,375,9375
231,21,110,20,1491,1504,1491,4,1500,33,18,49500,40590,1125,37125
1678,19,71,11,1763,1776,1763,3,500,46,18,23000,18860,375,17250
1682,19,110,20,1763,1776,1769,1,500,40,18,20000,16400,375,15000
235,21,86,26,1498,1511,1506,11,1500,29,18,43500,35670,1125,32625
1684,19,9,9,1754,1767,1754,7,500,25,18,12500,10250,375,9375
236,53,102,12,1504,1517,1512,11,450,388,18,174600,143172,337,130950
1695,19,16,16,1757,1770,1757,9,500,27,18,13500,11070,375,10125
252,21,111,21,1504,1517,1514,8,1500,43,18,64500,52890,1125,48375
1700,6,13,13,1771,1784,1771,10,500,73,18,36500,29930,375,27375
262,53,62,2,1512,1525,1512,9,450,596,18,268200,219924,337,201150
1710,50,75,15,1762,1775,1762,8,500,616,18,308000,252560,375,231000
268,21,97,7,1514,1527,1521,1,1500,36,18,54000,44280,1125,40500
1715,19,52,22,1767,1780,1767,1,500,41,18,20500,16810,375,15375
1719,19,14,14,1763,1776,1763,1,500,24,18,12000,9840,375,9000
272,21,74,14,1498,1511,1506,6,1500,35,18,52500,43050,1125,39375
1726,19,19,19,1762,1775,1762,7,500,33,18,16500,13530,375,12375
273,21,95,5,1506,1519,1514,10,1500,68,18,102000,83640,1125,76500
1744,19,63,3,1769,1782,1769,9,500,71,18,35500,29110,375,26625
5828,61,1,1,2504,2517,2504,8,120,1969,18,236280,193750,90,177210
280,42,103,13,1514,1527,1522,8,100,873,18,87300,71586,75,65475
1749,19,16,16,1768,1781,1768,4,500,28,18,14000,11480,375,10500
281,42,107,17,1500,1513,1508,11,100,631,18,63100,51742,75,47325
1750,19,27,27,1764,1777,1764,4,500,41,18,20500,16810,375,15375
5840,61,70,10,2498,2511,2505,7,120,836,18,100320,82262,90,75240
287,21,48,18,1514,1527,1522,5,1500,24,18,36000,29520,1125,27000
1755,19,89,29,1768,1781,1768,6,500,41,18,20500,16810,375,15375
5864,59,117,27,2510,2523,2518,4,105,2095,18,219975,180380,78,164981
298,21,15,15,1523,1536,1523,3,1500,28,18,42000,34440,1125,31500
1759,19,38,8,1769,1782,1769,10,500,38,18,19000,15580,375,14250
5874,59,85,25,2524,2537,2528,2,105,1107,18,116235,95313,78,87176
305,21,46,16,1511,1524,1518,6,1500,33,18,49500,40590,1125,37125
1767,19,80,20,1779,1792,1779,4,500,44,18,22000,18040,375,16500
5880,61,109,19,2518,2531,2520,11,120,1425,18,171000,140220,90,128250
308,21,89,29,1518,1531,1522,2,1500,32,18,48000,39360,1125,36000
1770,19,116,26,1769,1782,1769,2,500,64,18,32000,26240,375,24000
5886,61,74,14,2527,2540,2527,2,120,1837,18,220440,180761,90,165330
1773,50,40,10,1776,1789,1776,9,500,237,18,118500,97170,375,88875
311,21,57,27,1523,1536,1527,8,1500,35,18,52500,43050,1125,39375
5894,61,55,25,2523,2536,2523,9,120,2155,18,258600,212052,90,193950
1775,50,49,19,1776,1789,1776,3,500,447,18,223500,183270,375,167625
5902,61,111,21,2527,2540,2527,1,120,1342,18,161040,132053,90,120780
322,42,114,24,1530,1543,1530,11,100,759,18,75900,62238,75,56925
1790,6,77,17,1772,1785,1772,10,500,77,18,38500,31570,375,28875
5908,61,52,22,2524,2537,2526,5,120,2026,18,243120,199358,90,182340
339,21,24,24,1523,1536,1523,2,1500,28,18,42000,34440,1125,31500
1798,19,102,12,1771,1784,1779,10,500,40,18,20000,16400,375,15000
5910,59,79,19,2517,2530,2518,9,105,1272,18,133560,109519,78,100170
341,21,88,28,1533,1546,1533,4,1500,24,18,36000,29520,1125,27000
1802,6,119,29,1787,1800,1787,10,500,92,18,46000,37720,375,34500
5925,61,112,22,2527,2540,2527,10,120,1448,18,173760,142483,90,130320
1802,34,119,29,1787,1800,1787,10,500,155,18,77500,63550,375,58125
346,53,85,25,1533,1546,1533,2,450,241,18,108450,88929,337,81337
5945,61,92,2,2537,2550,2537,9,120,3394,18,407280,333970,90,305460
1804,50,2,2,1778,1791,1778,10,500,658,18,329000,269780,375,246750
357,21,18,18,1538,1551,1538,3,1500,21,18,31500,25830,1125,23625
5954,61,109,19,2528,2541,2535,10,120,1472,18,176640,144845,90,132480
1805,19,23,23,1788,1801,1788,10,500,44,18,22000,18040,375,16500
359,21,94,4,1534,1547,1534,9,1500,54,18,81000,66420,1125,60750
1811,6,92,2,1787,1800,1793,10,500,249,18,124500,102090,375,93375
5967,61,70,10,2536,2549,2536,3,120,910,18,109200,89544,90,81900
369,21,117,27,1527,1540,1527,2,1500,38,18,57000,46740,1125,42750
1814,19,34,4,1790,1803,1790,10,500,58,18,29000,23780,375,21750
386,53,100,10,1529,1542,1529,1,450,341,18,153450,125829,337,115087
5968,61,93,3,2534,2547,2534,10,120,2397,18,287640,235865,90,215730
1818,19,95,5,1792,1805,1792,9,500,97,18,48500,39770,375,36375
5977,61,68,8,2549,2562,2549,8,120,1018,18,122160,100171,90,91620
389,21,112,22,1531,1544,1531,2,1500,30,18,45000,36900,1125,33750
1823,19,44,14,1782,1795,1782,10,500,40,18,20000,16400,375,15000
395,42,13,13,1531,1544,1531,3,100,746,18,74600,61172,75,55950
1825,54,38,8,1794,1807,1794,10,500,435,18,217500,178350,375,163125
5978,59,90,30,2533,2546,2533,10,105,2904,18,304920,250034,78,228690
1832,19,116,26,1782,1795,1782,11,500,68,18,34000,27880,375,25500
399,53,97,7,1532,1545,1532,11,450,346,18,155700,127674,337,116775
5983,61,22,22,2544,2557,2544,3,120,1689,18,202680,166198,90,152010
1836,19,115,25,1791,1804,1791,10,500,27,18,13500,11070,375,10125
408,53,118,28,1532,1545,1532,9,450,389,18,175050,143541,337,131287
6000,61,39,9,2546,2559,2546,1,120,910,18,109200,89544,90,81900
1839,19,18,18,1793,1806,1793,1,500,27,18,13500,11070,375,10125
412,42,24,24,1548,1561,1548,11,100,671,18,67100,55022,75,50325
6001,61,51,21,2535,2548,2535,1,120,1018,18,122160,100171,90,91620
1843,19,59,29,1795,1808,1795,2,500,53,18,26500,21730,375,19875
418,21,120,30,1545,1558,1545,4,1500,46,18,69000,56580,1125,51750
6028,59,67,7,2554,2567,2554,2,105,982,18,103110,84550,78,77332
1851,19,104,14,1797,1810,1797,7,500,42,18,21000,17220,375,15750
420,42,90,30,1544,1557,1544,3,100,683,18,68300,56006,75,51225
6030,59,92,2,2553,2566,2553,10,105,3619,18,379995,311596,78,284996
1852,19,14,14,1796,1809,1796,1,500,23,18,11500,9430,375,8625
1857,19,31,1,1787,1800,1793,3,500,56,18,28000,22960,375,21000
423,53,55,25,1547,1560,1547,5,450,311,18,139950,114759,337,104962
6050,59,97,7,2555,2568,2555,4,105,1042,18,109410,89716,78,82057
1859,19,103,13,1796,1809,1796,6,500,54,18,27000,22140,375,20250
427,21,57,27,1544,1557,1544,6,1500,39,18,58500,47970,1125,43875
6058,59,22,22,2550,2563,2550,3,105,1749,18,183645,150589,78,137733
1870,19,13,13,1794,1807,1794,5,500,33,18,16500,13530,375,12375
433,21,4,4,1542,1555,1542,10,1500,57,18,85500,70110,1125,64125
6063,48,18,18,2562,2575,2562,2,95,673,18,63935,52427,71,47951
1871,50,19,19,1799,1812,1799,5,500,394,18,197000,161540,375,147750
455,53,86,26,1556,1569,1556,1,450,329,18,148050,121401,337,111037
6065,59,104,14,2556,2569,2556,1,105,1581,18,166005,136124,78,124503
1873,19,43,13,1793,1806,1793,3,500,23,18,11500,9430,375,8625
458,21,112,22,1539,1552,1539,4,1500,31,18,46500,38130,1125,34875
6066,61,1,1,2571,2584,2571,7,120,2109,18,253080,207526,90,189810
1876,34,81,21,1790,1803,1790,10,500,236,18,118000,96760,375,88500
459,42,119,29,1544,1557,1544,4,100,519,18,51900,42558,75,38925
6067,61,39,9,2571,2584,2571,7,120,946,18,113520,93086,90,85140
1877,19,2,2,1791,1804,1791,10,500,64,18,32000,26240,375,24000
461,21,97,7,1555,1568,1555,1,1500,39,18,58500,47970,1125,43875
6069,59,71,11,2570,2583,2578,8,105,1001,18,105105,86186,78,78828
1880,34,56,26,1788,1801,1794,10,500,139,18,69500,56990,375,52125
1919,19,7,7,1799,1812,1799,8,500,57,18,28500,23370,375,21375
6070,61,109,19,2557,2570,2557,6,120,1629,18,195480,160294,90,146610
463,21,67,7,1546,1559,1546,9,1500,32,18,48000,39360,1125,36000
1929,19,114,24,1798,1811,1798,3,500,42,18,21000,17220,375,15750
6075,61,55,25,2573,2586,2581,10,120,2144,18,257280,210970,90,192960
466,21,89,29,1551,1564,1551,3,1500,33,18,49500,40590,1125,37125
1936,19,5,5,1808,1821,1808,8,500,92,18,46000,37720,375,34500
6076,59,13,13,2561,2574,2561,3,105,2396,18,251580,206296,78,188685
1951,19,50,20,1799,1812,1799,6,500,21,18,10500,8610,375,7875
471,42,53,23,1548,1561,1548,4,100,897,18,89700,73554,75,67275
6088,59,5,5,2569,2582,2569,2,105,4142,18,434910,356626,78,326182
1954,34,99,9,1797,1810,1797,10,500,85,18,42500,34850,375,31875
6090,61,32,2,2563,2576,2563,11,120,1730,18,207600,170232,90,155700
472,42,82,22,1545,1558,1545,7,100,637,18,63700,52234,75,47775
1959,19,52,22,1812,1825,1812,10,500,47,18,23500,19270,375,17625
6104,59,111,21,2570,2583,2578,9,105,1510,18,158550,130011,78,118912
487,53,18,18,1562,1575,1562,8,450,207,18,93150,76383,337,69862
1974,19,110,20,1810,1823,1810,1,500,46,18,23000,18860,375,17250
6108,61,97,7,2561,2574,2561,3,120,1108,18,132960,109027,90,99720
491,21,100,10,1554,1567,1554,3,1500,36,18,54000,44280,1125,40500
1975,34,120,30,1816,1829,1816,10,500,292,18,146000,119720,375,109500
6113,61,104,14,2575,2588,2575,1,120,1680,18,201600,165312,90,151200
1003,21,42,12,1642,1655,1642,4,1500,36,18,54000,44280,1125,40500
2007,19,7,7,1807,1820,1807,9,500,60,18,30000,24600,375,22500
6119,59,31,1,2567,2580,2567,10,105,4532,18,475860,390205,78,356895
2020,19,40,10,1816,1829,1816,8,500,24,18,12000,9840,375,9000
1008,42,97,7,1639,1652,1639,11,100,1071,18,107100,87822,75,80325
6130,61,49,19,2576,2589,2576,11,120,1680,18,201600,165312,90,151200
2021,19,65,5,1822,1835,1822,11,500,76,18,38000,31160,375,28500
1016,21,23,23,1651,1664,1651,6,1500,38,18,57000,46740,1125,42750
6131,48,57,27,2584,2597,2592,7,95,1846,18,175370,143803,71,131527
2032,19,93,3,1819,1832,1819,7,500,97,18,48500,39770,375,36375
6133,48,97,7,2584,2597,2589,11,95,456,18,43320,35522,71,32490
1021,42,120,30,1646,1659,1646,2,100,1428,18,142800,117096,75,107100
2034,19,24,24,1824,1837,1832,11,500,26,18,13000,10660,375,9750
6137,61,36,6,2583,2596,2583,2,120,925,18,111000,91020,90,83250
1025,42,104,14,1658,1671,1658,10,100,754,18,75400,61828,75,56550
2036,19,69,9,1818,1831,1818,6,500,27,18,13500,11070,375,10125
6142,61,101,11,2585,2598,2585,9,120,2436,18,292320,239702,90,219240
2040,19,42,12,1816,1829,1816,6,500,40,18,20000,16400,375,15000
1028,21,70,10,1656,1669,1656,7,1500,27,18,40500,33210,1125,30375
6147,48,96,6,2587,2600,2589,2,95,617,18,58615,48064,71,43961
2049,19,59,29,1826,1839,1826,4,500,59,18,29500,24190,375,22125
1034,21,107,17,1645,1658,1645,1,1500,24,18,36000,29520,1125,27000
6156,61,31,1,2587,2600,2587,3,120,4289,18,514680,422038,90,386010
2052,19,14,14,1825,1838,1825,3,500,26,18,13000,10660,375,9750
1048,21,49,19,1659,1672,1662,2,1500,37,18,55500,45510,1125,41625
6162,59,5,5,2594,2607,2594,8,105,4289,18,450345,369283,78,337758
2070,19,95,5,1820,1833,1820,1,500,106,18,53000,43460,375,39750
1054,53,46,16,1648,1661,1656,11,450,455,18,204750,167895,337,153562
6178,61,24,24,2582,2595,2582,8,120,1437,18,172440,141401,90,129330
2071,19,1,1,1823,1836,1823,10,500,87,18,43500,35670,375,32625
1061,21,97,7,1646,1659,1646,5,1500,51,18,76500,62730,1125,57375
6204,61,3,3,2602,2615,2602,7,120,2631,18,315720,258890,90,236790
2074,19,26,26,1819,1832,1819,2,500,39,18,19500,15990,375,14625
1070,53,8,8,1649,1662,1649,3,450,254,18,114300,93726,337,85725
6219,59,67,7,2598,2611,2598,9,105,940,18,98700,80934,78,74025
2078,19,81,21,1821,1834,1821,7,500,60,18,30000,24600,375,22500
1072,21,42,12,1662,1675,1662,5,1500,38,18,57000,46740,1125,42750
6220,59,106,16,2598,2611,2598,1,105,1869,18,196245,160921,78,147183
2105,19,32,2,1835,1848,1835,2,500,79,18,39500,32390,375,29625
1083,21,28,28,1663,1676,1663,5,1500,49,18,73500,60270,1125,55125
2122,19,42,12,1840,1853,1844,5,500,41,18,20500,16810,375,15375
6231,59,68,8,2595,2608,2595,2,105,1188,18,124740,102287,78,93555
2140,19,93,3,1830,1843,1830,6,500,101,18,50500,41410,375,37875
1089,42,80,20,1651,1664,1652,2,100,1068,18,106800,87576,75,80100
6233,59,31,1,2611,2624,2617,11,105,702,18,73710,60442,78,55282
2153,19,33,3,1837,1850,1837,1,500,46,18,23000,18860,375,17250
6236,59,104,14,2595,2608,2595,4,105,1609,18,168945,138535,78,126708
1090,21,106,16,1653,1666,1653,3,1500,40,18,60000,49200,1125,45000
2160,19,110,20,1839,1852,1839,4,500,50,18,25000,20500,375,18750
6238,59,18,18,2600,2613,2600,7,105,1720,18,180600,148092,78,135450
1091,21,107,17,1668,1681,1668,4,1500,26,18,39000,31980,1125,29250
2161,6,17,17,1846,1859,1846,10,500,51,18,25500,20910,375,19125
6256,61,37,7,2609,2622,2609,7,120,1027,18,123240,101057,90,92430
1096,42,118,28,1656,1669,1658,1,100,1285,18,128500,105370,75,96375
2188,19,68,8,1848,1861,1848,1,500,39,18,19500,15990,375,14625
6264,61,86,26,2603,2616,2603,1,120,2795,18,335400,275028,90,251550
2191,19,25,25,1839,1852,1839,2,500,35,18,17500,14350,375,13125
1113,21,120,30,1669,1682,1669,4,1500,68,18,102000,83640,1125,76500
6271,59,91,1,2619,2632,2623,1,105,3789,18,397845,326233,78,298383
2202,19,73,13,1839,1852,1839,9,500,32,18,16000,13120,375,12000
1114,53,8,8,1670,1683,1670,10,450,262,18,117900,96678,337,88425
6275,61,104,14,2605,2618,2605,2,120,1522,18,182640,149765,90,136980
2204,34,21,21,1848,1861,1848,10,500,104,18,52000,42640,375,39000
6281,61,90,30,2605,2618,2605,4,120,3446,18,413520,339086,90,310140
1119,21,68,8,1656,1669,1656,3,1500,40,18,60000,49200,1125,45000
2208,54,93,3,1846,1859,1846,10,500,1135,18,567500,465350,375,425625
6283,61,106,16,2615,2628,2615,1,120,1943,18,233160,191191,90,174870
1147,21,116,26,1679,1692,1679,6,1500,54,18,81000,66420,1125,60750
2215,19,79,19,1842,1855,1842,1,500,60,18,30000,24600,375,22500
6290,61,18,18,2610,2623,2610,11,120,1782,18,213840,175349,90,160380
2226,54,77,17,1845,1858,1845,10,500,372,18,186000,152520,375,139500
1147,42,116,26,1679,1692,1679,6,100,1244,18,124400,102008,75,93300
5339,61,15,15,2373,2386,2373,4,120,889,18,106680,87478,90,80010
2231,19,63,3,1852,1865,1852,11,500,86,18,43000,35260,375,32250
5344,59,52,22,2378,2391,2378,5,105,1486,18,156030,127945,78,117022
1157,53,77,17,1670,1683,1670,6,450,274,18,123300,101106,337,92475
2244,54,33,3,1860,1873,1860,10,500,525,18,262500,215250,375,196875
5347,61,5,5,2372,2385,2372,3,120,4342,18,521040,427253,90,390780
1167,21,29,29,1679,1692,1679,10,1500,33,18,49500,40590,1125,37125
2246,6,62,2,1848,1861,1848,10,500,268,18,134000,109880,375,100500
5352,61,12,12,2374,2387,2374,6,120,1334,18,160080,131266,90,120060
2250,19,112,22,1856,1869,1856,1,500,59,18,29500,24190,375,22125
1181,21,62,2,1683,1696,1683,8,1500,108,18,162000,132840,1125,121500
5362,59,31,1,2383,2396,2383,9,105,4103,18,430815,353268,78,323111
2251,19,12,12,1856,1869,1856,3,500,37,18,18500,15170,375,13875
1182,42,67,7,1676,1689,1676,5,100,812,18,81200,66584,75,60900
5368,61,101,11,2372,2385,2372,1,120,1280,18,153600,125952,90,115200
2277,19,97,7,1852,1865,1852,6,500,42,18,21000,17220,375,15750
1184,21,94,4,1672,1685,1672,11,1500,69,18,103500,84870,1125,77625
5378,61,86,26,2383,2396,2383,10,120,1266,18,151920,124574,90,113940
2285,19,35,5,1848,1861,1848,9,500,102,18,51000,41820,375,38250
1192,42,110,20,1676,1689,1676,1,100,1010,18,101000,82820,75,75750
5380,61,100,10,2384,2397,2384,10,120,1410,18,169200,138744,90,126900
2290,19,66,6,1853,1866,1853,2,500,26,18,13000,10660,375,9750
1193,21,117,27,1676,1689,1676,6,1500,37,18,55500,45510,1125,41625
2302,19,24,24,1853,1866,1853,10,500,23,18,11500,9430,375,8625
1201,21,103,13,1686,1699,1686,2,1500,48,18,72000,59040,1125,54000
2302,34,24,24,1853,1866,1853,10,500,96,18,48000,39360,375,36000
1207,42,101,11,1679,1692,1679,10,100,871,18,87100,71422,75,65325
5389,61,18,18,2389,2402,2389,8,120,1174,18,140880,115522,90,105660
2306,19,88,28,1870,1883,1870,4,500,43,18,21500,17630,375,16125
1208,42,115,25,1679,1692,1679,8,100,658,18,65800,53956,75,49350
5395,59,79,19,2395,2408,2395,10,105,911,18,95655,78437,78,71741
2307,19,102,12,1856,1869,1856,11,500,39,18,19500,15990,375,14625
1209,21,119,29,1678,1691,1678,6,1500,33,18,49500,40590,1125,37125
5399,61,96,6,2390,2403,2390,5,120,1460,18,175200,143664,90,131400
2307,50,102,12,1856,1869,1856,11,500,427,18,213500,175070,375,160125
5409,61,50,20,2395,2408,2395,2,120,1339,18,160680,131758,90,120510
1213,42,48,18,1682,1695,1682,7,100,658,18,65800,53956,75,49350
2308,50,5,5,1865,1878,1865,4,500,1031,18,515500,422710,375,386625
5410,59,57,27,2398,2411,2398,4,105,3199,18,335895,275434,78,251921
1222,42,107,17,1676,1689,1676,1,100,549,18,54900,45018,75,41175
2313,50,93,3,1865,1878,1865,4,500,1181,18,590500,484210,375,442875
5411,61,85,25,2390,2403,2390,4,120,1043,18,125160,102631,90,93870
1227,53,16,16,1693,1706,1693,7,450,276,18,124200,101844,337,93150
2318,19,64,4,1871,1884,1871,9,500,54,18,27000,22140,375,20250
5415,61,19,19,2383,2396,2383,9,120,1251,18,150120,123098,90,112590
2322,19,35,5,1859,1872,1859,1,500,106,18,53000,43460,375,39750
1230,53,69,9,1691,1704,1691,9,450,210,18,94500,77490,337,70875
4485,38,72,12,2177,2190,2177,9,15,184,18,2760,2263,11,2070
5421,59,41,11,2397,2410,2397,2,105,1306,18,137130,112447,78,102847
2325,50,68,8,1865,1878,1865,4,500,440,18,220000,180400,375,165000
1232,21,78,18,1676,1689,1676,8,1500,25,18,37500,30750,1125,28125
4489,38,90,30,2185,2198,2185,10,15,422,18,6330,5191,11,4747
5456,59,77,17,2410,2423,2410,9,105,1295,18,135975,111500,78,101981
